"","TXNAME","GENEID","ENTREZID","SYMBOL","TXCHROM"
"32038","ENSRNOT00000088613","ENSRNOG00000053968","UNKNOWN_ENSRNOG00000053968","UNKNOWN_ENSRNOG00000053968","15"
"32039","ENSRNOT00000078674","ENSRNOG00000053969","UNKNOWN_ENSRNOG00000053969","UNKNOWN_ENSRNOG00000053969","2"
"32040","ENSRNOT00000087110","ENSRNOG00000053970","UNKNOWN_ENSRNOG00000053970","UNKNOWN_ENSRNOG00000053970","10"
"32041","ENSRNOT00000089446","ENSRNOG00000053971","UNKNOWN_ENSRNOG00000053971","UNKNOWN_ENSRNOG00000053971","1"
"32042","ENSRNOT00000085796","ENSRNOG00000053972","UNKNOWN_ENSRNOG00000053972","UNKNOWN_ENSRNOG00000053972","19"
"32043","ENSRNOT00000082337","ENSRNOG00000053973","UNKNOWN_ENSRNOG00000053973","UNKNOWN_ENSRNOG00000053973","5"
"32044","ENSRNOT00000083569","ENSRNOG00000053974","UNKNOWN_ENSRNOG00000053974","UNKNOWN_ENSRNOG00000053974","12"
"32045","ENSRNOT00000085523","ENSRNOG00000053975","UNKNOWN_ENSRNOG00000053975","UNKNOWN_ENSRNOG00000053975","Y"
"32046","ENSRNOT00000091887","ENSRNOG00000053976","UNKNOWN_ENSRNOG00000053976","UNKNOWN_ENSRNOG00000053976","15"
"32047","ENSRNOT00000091462","ENSRNOG00000053977","UNKNOWN_ENSRNOG00000053977","UNKNOWN_ENSRNOG00000053977","14"
"32048","ENSRNOT00000086047","ENSRNOG00000053978","UNKNOWN_ENSRNOG00000053978","UNKNOWN_ENSRNOG00000053978","2"
"32049","ENSRNOT00000087007","ENSRNOG00000053979","25313","Egf","2"
"32050","ENSRNOT00000089504","ENSRNOG00000053979","25313","Egf","2"
"32051","ENSRNOT00000083713","ENSRNOG00000053979","25313","Egf","2"
"32052","ENSRNOT00000092010","ENSRNOG00000053980","UNKNOWN_ENSRNOG00000053980","UNKNOWN_ENSRNOG00000053980","11"
"32053","ENSRNOT00000091714","ENSRNOG00000053981","UNKNOWN_ENSRNOG00000053981","UNKNOWN_ENSRNOG00000053981","17"
"32054","ENSRNOT00000090805","ENSRNOG00000053982","UNKNOWN_ENSRNOG00000053982","UNKNOWN_ENSRNOG00000053982","10"
"32055","ENSRNOT00000079409","ENSRNOG00000053983","UNKNOWN_ENSRNOG00000053983","UNKNOWN_ENSRNOG00000053983","8"
"32056","ENSRNOT00000089379","ENSRNOG00000053984","UNKNOWN_ENSRNOG00000053984","UNKNOWN_ENSRNOG00000053984","19"
"32057","ENSRNOT00000090291","ENSRNOG00000053985","UNKNOWN_ENSRNOG00000053985","UNKNOWN_ENSRNOG00000053985","1"
"32058","ENSRNOT00000081751","ENSRNOG00000053986","UNKNOWN_ENSRNOG00000053986","UNKNOWN_ENSRNOG00000053986","4"
"32059","ENSRNOT00000087433","ENSRNOG00000053987","UNKNOWN_ENSRNOG00000053987","UNKNOWN_ENSRNOG00000053987","7"
"32060","ENSRNOT00000091126","ENSRNOG00000053988","UNKNOWN_ENSRNOG00000053988","UNKNOWN_ENSRNOG00000053988","20"
"32061","ENSRNOT00000090330","ENSRNOG00000053989","UNKNOWN_ENSRNOG00000053989","UNKNOWN_ENSRNOG00000053989","9"
"32062","ENSRNOT00000087379","ENSRNOG00000053990","UNKNOWN_ENSRNOG00000053990","UNKNOWN_ENSRNOG00000053990","8"
"32063","ENSRNOT00000084651","ENSRNOG00000053991","114200","P3h1","5"
"32064","ENSRNOT00000082085","ENSRNOG00000053992","405124","Olr1633","15"
"32065","ENSRNOT00000089089","ENSRNOG00000053993","UNKNOWN_ENSRNOG00000053993","UNKNOWN_ENSRNOG00000053993","15"
"32066","ENSRNOT00000083918","ENSRNOG00000053994","UNKNOWN_ENSRNOG00000053994","UNKNOWN_ENSRNOG00000053994","1"
"32067","ENSRNOT00000087233","ENSRNOG00000053995","UNKNOWN_ENSRNOG00000053995","UNKNOWN_ENSRNOG00000053995","17"
"32068","ENSRNOT00000083619","ENSRNOG00000053996","UNKNOWN_ENSRNOG00000053996","UNKNOWN_ENSRNOG00000053996","20"
"32069","ENSRNOT00000082326","ENSRNOG00000053997","UNKNOWN_ENSRNOG00000053997","UNKNOWN_ENSRNOG00000053997","2"
"32070","ENSRNOT00000090733","ENSRNOG00000053998","UNKNOWN_ENSRNOG00000053998","UNKNOWN_ENSRNOG00000053998","X"
"32071","ENSRNOT00000078878","ENSRNOG00000053999","UNKNOWN_ENSRNOG00000053999","UNKNOWN_ENSRNOG00000053999","1"
"32072","ENSRNOT00000080885","ENSRNOG00000054000","UNKNOWN_ENSRNOG00000054000","UNKNOWN_ENSRNOG00000054000","1"
"32073","ENSRNOT00000080806","ENSRNOG00000054001","UNKNOWN_ENSRNOG00000054001","UNKNOWN_ENSRNOG00000054001","5"
"32074","ENSRNOT00000086692","ENSRNOG00000054002","UNKNOWN_ENSRNOG00000054002","UNKNOWN_ENSRNOG00000054002","16"
"32075","ENSRNOT00000088811","ENSRNOG00000054003","UNKNOWN_ENSRNOG00000054003","UNKNOWN_ENSRNOG00000054003","19"
"32076","ENSRNOT00000092124","ENSRNOG00000054004","UNKNOWN_ENSRNOG00000054004","UNKNOWN_ENSRNOG00000054004","20"
"32077","ENSRNOT00000080492","ENSRNOG00000054005","UNKNOWN_ENSRNOG00000054005","UNKNOWN_ENSRNOG00000054005","1"
"32078","ENSRNOT00000078609","ENSRNOG00000054006","689077","Spaca7","16"
"32079","ENSRNOT00000079704","ENSRNOG00000054007","UNKNOWN_ENSRNOG00000054007","UNKNOWN_ENSRNOG00000054007","4"
"32080","ENSRNOT00000089602","ENSRNOG00000054008","65171","Scamp5","8"
"32081","ENSRNOT00000080012","ENSRNOG00000054008","65171","Scamp5","8"
"32082","ENSRNOT00000079687","ENSRNOG00000054009","UNKNOWN_ENSRNOG00000054009","UNKNOWN_ENSRNOG00000054009","10"
"32083","ENSRNOT00000083717","ENSRNOG00000054010","UNKNOWN_ENSRNOG00000054010","UNKNOWN_ENSRNOG00000054010","1"
"32084","ENSRNOT00000080072","ENSRNOG00000054011","315912","Tbc1d8b","X"
"32085","ENSRNOT00000082501","ENSRNOG00000054012","UNKNOWN_ENSRNOG00000054012","UNKNOWN_ENSRNOG00000054012","4"
"32086","ENSRNOT00000078078","ENSRNOG00000054013","689004","Clec4g","12"
"32087","ENSRNOT00000090655","ENSRNOG00000054014","UNKNOWN_ENSRNOG00000054014","UNKNOWN_ENSRNOG00000054014","9"
"32088","ENSRNOT00000078245","ENSRNOG00000054015","UNKNOWN_ENSRNOG00000054015","UNKNOWN_ENSRNOG00000054015","10"
"32089","ENSRNOT00000079528","ENSRNOG00000054016","UNKNOWN_ENSRNOG00000054016","UNKNOWN_ENSRNOG00000054016","10"
"32090","ENSRNOT00000088428","ENSRNOG00000054016","UNKNOWN_ENSRNOG00000054016","UNKNOWN_ENSRNOG00000054016","10"
"32091","ENSRNOT00000080490","ENSRNOG00000054017","64627","Hist1h4b","17"
"32092","ENSRNOT00000087797","ENSRNOG00000054018","UNKNOWN_ENSRNOG00000054018","UNKNOWN_ENSRNOG00000054018","8"
"32093","ENSRNOT00000082527","ENSRNOG00000054019","UNKNOWN_ENSRNOG00000054019","UNKNOWN_ENSRNOG00000054019","7"
"32094","ENSRNOT00000088968","ENSRNOG00000054020","UNKNOWN_ENSRNOG00000054020","UNKNOWN_ENSRNOG00000054020","1"
"32095","ENSRNOT00000082165","ENSRNOG00000054021","UNKNOWN_ENSRNOG00000054021","UNKNOWN_ENSRNOG00000054021","X"
"32096","ENSRNOT00000078966","ENSRNOG00000054022","103693384","LOC103693384","KL568405.1"
"32097","ENSRNOT00000088608","ENSRNOG00000054023","UNKNOWN_ENSRNOG00000054023","UNKNOWN_ENSRNOG00000054023","1"
"32098","ENSRNOT00000085471","ENSRNOG00000054024","UNKNOWN_ENSRNOG00000054024","UNKNOWN_ENSRNOG00000054024","2"
"32099","ENSRNOT00000082993","ENSRNOG00000054025","UNKNOWN_ENSRNOG00000054025","UNKNOWN_ENSRNOG00000054025","7"
"32100","ENSRNOT00000028126","ENSRNOG00000054026","309133","Mrgprg","1"
"32101","ENSRNOT00000077802","ENSRNOG00000054027","UNKNOWN_ENSRNOG00000054027","UNKNOWN_ENSRNOG00000054027","7"
"32102","ENSRNOT00000085018","ENSRNOG00000054028","UNKNOWN_ENSRNOG00000054028","UNKNOWN_ENSRNOG00000054028","7"
"32103","ENSRNOT00000082485","ENSRNOG00000054029","UNKNOWN_ENSRNOG00000054029","UNKNOWN_ENSRNOG00000054029","11"
"32104","ENSRNOT00000091872","ENSRNOG00000054030","UNKNOWN_ENSRNOG00000054030","UNKNOWN_ENSRNOG00000054030","11"
"32105","ENSRNOT00000087471","ENSRNOG00000054031","102549726","LOC102549726","20"
"32106","ENSRNOT00000081704","ENSRNOG00000054031","102549726","LOC102549726","20"
"32107","ENSRNOT00000077098","ENSRNOG00000054031","102549726","LOC102549726","20"
"32108","ENSRNOT00000084013","ENSRNOG00000054032","UNKNOWN_ENSRNOG00000054032","UNKNOWN_ENSRNOG00000054032","1"
"32109","ENSRNOT00000089590","ENSRNOG00000054033","171097","Adap1","12"
"32110","ENSRNOT00000092186","ENSRNOG00000054033","171097","Adap1","12"
"32111","ENSRNOT00000077617","ENSRNOG00000054034","UNKNOWN_ENSRNOG00000054034","UNKNOWN_ENSRNOG00000054034","20"
"32112","ENSRNOT00000089270","ENSRNOG00000054035","UNKNOWN_ENSRNOG00000054035","UNKNOWN_ENSRNOG00000054035","13"
"32113","ENSRNOT00000084215","ENSRNOG00000054036","UNKNOWN_ENSRNOG00000054036","UNKNOWN_ENSRNOG00000054036","5"
"32114","ENSRNOT00000078840","ENSRNOG00000054037","UNKNOWN_ENSRNOG00000054037","UNKNOWN_ENSRNOG00000054037","12"
"32115","ENSRNOT00000083267","ENSRNOG00000054038","UNKNOWN_ENSRNOG00000054038","UNKNOWN_ENSRNOG00000054038","7"
"32116","ENSRNOT00000086831","ENSRNOG00000054039","UNKNOWN_ENSRNOG00000054039","UNKNOWN_ENSRNOG00000054039","2"
"32117","ENSRNOT00000077346","ENSRNOG00000054040","UNKNOWN_ENSRNOG00000054040","UNKNOWN_ENSRNOG00000054040","4"
"32118","ENSRNOT00000078163","ENSRNOG00000054041","UNKNOWN_ENSRNOG00000054041","UNKNOWN_ENSRNOG00000054041","15"
"32119","ENSRNOT00000088439","ENSRNOG00000054042","64825","N5","4"
"32120","ENSRNOT00000078291","ENSRNOG00000054043","UNKNOWN_ENSRNOG00000054043","UNKNOWN_ENSRNOG00000054043","16"
"32121","ENSRNOT00000087042","ENSRNOG00000054044","UNKNOWN_ENSRNOG00000054044","UNKNOWN_ENSRNOG00000054044","2"
"32122","ENSRNOT00000091853","ENSRNOG00000054045","UNKNOWN_ENSRNOG00000054045","UNKNOWN_ENSRNOG00000054045","11"
"32123","ENSRNOT00000083662","ENSRNOG00000054046","UNKNOWN_ENSRNOG00000054046","UNKNOWN_ENSRNOG00000054046","7"
"32124","ENSRNOT00000090455","ENSRNOG00000054047","UNKNOWN_ENSRNOG00000054047","UNKNOWN_ENSRNOG00000054047","3"
"32125","ENSRNOT00000087778","ENSRNOG00000054048","UNKNOWN_ENSRNOG00000054048","UNKNOWN_ENSRNOG00000054048","20"
"32126","ENSRNOT00000087852","ENSRNOG00000054049","681037","Prelid2","18"
"32127","ENSRNOT00000082323","ENSRNOG00000054050","UNKNOWN_ENSRNOG00000054050","UNKNOWN_ENSRNOG00000054050","2"
"32128","ENSRNOT00000085021","ENSRNOG00000054051","UNKNOWN_ENSRNOG00000054051","UNKNOWN_ENSRNOG00000054051","5"
"32129","ENSRNOT00000087429","ENSRNOG00000054052","500711","Ppp4r4","6"
"32130","ENSRNOT00000090361","ENSRNOG00000054053","102554799","LOC102554799","14"
"32131","ENSRNOT00000081643","ENSRNOG00000054054","494262","Vom1r74","KL568449.1"
"32132","ENSRNOT00000084648","ENSRNOG00000054055","UNKNOWN_ENSRNOG00000054055","UNKNOWN_ENSRNOG00000054055","7"
"32133","ENSRNOT00000092209","ENSRNOG00000054056","UNKNOWN_ENSRNOG00000054056","UNKNOWN_ENSRNOG00000054056","1"
"32134","ENSRNOT00000079399","ENSRNOG00000054057","UNKNOWN_ENSRNOG00000054057","UNKNOWN_ENSRNOG00000054057","7"
"32135","ENSRNOT00000091909","ENSRNOG00000054058","259221","Osbpl1a","18"
"32136","ENSRNOT00000079461","ENSRNOG00000054059","UNKNOWN_ENSRNOG00000054059","UNKNOWN_ENSRNOG00000054059","1"
"32137","ENSRNOT00000083440","ENSRNOG00000054060","UNKNOWN_ENSRNOG00000054060","UNKNOWN_ENSRNOG00000054060","1"
"32138","ENSRNOT00000078922","ENSRNOG00000054061","UNKNOWN_ENSRNOG00000054061","UNKNOWN_ENSRNOG00000054061","3"
"32139","ENSRNOT00000080968","ENSRNOG00000054062","UNKNOWN_ENSRNOG00000054062","UNKNOWN_ENSRNOG00000054062","2"
"32140","ENSRNOT00000090123","ENSRNOG00000054063","100910872","Naa80","8"
"32141","ENSRNOT00000090411","ENSRNOG00000054064","UNKNOWN_ENSRNOG00000054064","UNKNOWN_ENSRNOG00000054064","8"
"32142","ENSRNOT00000077914","ENSRNOG00000054065","UNKNOWN_ENSRNOG00000054065","UNKNOWN_ENSRNOG00000054065","7"
"32143","ENSRNOT00000080268","ENSRNOG00000054066","UNKNOWN_ENSRNOG00000054066","UNKNOWN_ENSRNOG00000054066","18"
"32144","ENSRNOT00000080548","ENSRNOG00000054067","UNKNOWN_ENSRNOG00000054067","UNKNOWN_ENSRNOG00000054067","1"
"32145","ENSRNOT00000085411","ENSRNOG00000054068","UNKNOWN_ENSRNOG00000054068","UNKNOWN_ENSRNOG00000054068","X"
"32146","ENSRNOT00000079601","ENSRNOG00000054069","UNKNOWN_ENSRNOG00000054069","UNKNOWN_ENSRNOG00000054069","10"
"32147","ENSRNOT00000083158","ENSRNOG00000054070","UNKNOWN_ENSRNOG00000054070","UNKNOWN_ENSRNOG00000054070","17"
"32148","ENSRNOT00000091850","ENSRNOG00000054071","UNKNOWN_ENSRNOG00000054071","UNKNOWN_ENSRNOG00000054071","KL568141.1"
"32149","ENSRNOT00000091463","ENSRNOG00000054072","UNKNOWN_ENSRNOG00000054072","UNKNOWN_ENSRNOG00000054072","5"
"32150","ENSRNOT00000072981","ENSRNOG00000054073","UNKNOWN_ENSRNOG00000054073","UNKNOWN_ENSRNOG00000054073","1"
"32151","ENSRNOT00000081985","ENSRNOG00000054074","UNKNOWN_ENSRNOG00000054074","UNKNOWN_ENSRNOG00000054074","7"
"32152","ENSRNOT00000083167","ENSRNOG00000054075","UNKNOWN_ENSRNOG00000054075","UNKNOWN_ENSRNOG00000054075","5"
"32153","ENSRNOT00000091867","ENSRNOG00000054076","UNKNOWN_ENSRNOG00000054076","UNKNOWN_ENSRNOG00000054076","13"
"32154","ENSRNOT00000091624","ENSRNOG00000054077","UNKNOWN_ENSRNOG00000054077","UNKNOWN_ENSRNOG00000054077","16"
"32155","ENSRNOT00000088866","ENSRNOG00000054078","UNKNOWN_ENSRNOG00000054078","UNKNOWN_ENSRNOG00000054078","4"
"32156","ENSRNOT00000091251","ENSRNOG00000054079","UNKNOWN_ENSRNOG00000054079","UNKNOWN_ENSRNOG00000054079","3"
"32157","ENSRNOT00000083220","ENSRNOG00000054080","315795","Cgnl1","8"
"32158","ENSRNOT00000077844","ENSRNOG00000054081","UNKNOWN_ENSRNOG00000054081","UNKNOWN_ENSRNOG00000054081","3"
"32159","ENSRNOT00000091354","ENSRNOG00000054082","UNKNOWN_ENSRNOG00000054082","UNKNOWN_ENSRNOG00000054082","9"
"32160","ENSRNOT00000091511","ENSRNOG00000054083","UNKNOWN_ENSRNOG00000054083","UNKNOWN_ENSRNOG00000054083","3"
"32161","ENSRNOT00000085455","ENSRNOG00000054084","UNKNOWN_ENSRNOG00000054084","UNKNOWN_ENSRNOG00000054084","6"
"32162","ENSRNOT00000083175","ENSRNOG00000054085","UNKNOWN_ENSRNOG00000054085","UNKNOWN_ENSRNOG00000054085","11"
"32163","ENSRNOT00000078819","ENSRNOG00000054086","296510","Sp5","3"
"32164","ENSRNOT00000089033","ENSRNOG00000054087","UNKNOWN_ENSRNOG00000054087","UNKNOWN_ENSRNOG00000054087","1"
"32165","ENSRNOT00000088488","ENSRNOG00000054088","UNKNOWN_ENSRNOG00000054088","UNKNOWN_ENSRNOG00000054088","2"
"32166","ENSRNOT00000080989","ENSRNOG00000054089","UNKNOWN_ENSRNOG00000054089","UNKNOWN_ENSRNOG00000054089","4"
"32167","ENSRNOT00000091434","ENSRNOG00000054090","UNKNOWN_ENSRNOG00000054090","UNKNOWN_ENSRNOG00000054090","17"
"32168","ENSRNOT00000083081","ENSRNOG00000054091","UNKNOWN_ENSRNOG00000054091","UNKNOWN_ENSRNOG00000054091","20"
"32169","ENSRNOT00000084978","ENSRNOG00000054092","UNKNOWN_ENSRNOG00000054092","UNKNOWN_ENSRNOG00000054092","18"
"32170","ENSRNOT00000091587","ENSRNOG00000054093","UNKNOWN_ENSRNOG00000054093","UNKNOWN_ENSRNOG00000054093","1"
"32171","ENSRNOT00000077343","ENSRNOG00000054094","UNKNOWN_ENSRNOG00000054094","UNKNOWN_ENSRNOG00000054094","13"
"32172","ENSRNOT00000090578","ENSRNOG00000054095","UNKNOWN_ENSRNOG00000054095","UNKNOWN_ENSRNOG00000054095","13"
"32173","ENSRNOT00000084052","ENSRNOG00000054096","688812","LOC688812","12"
"32174","ENSRNOT00000085407","ENSRNOG00000054097","UNKNOWN_ENSRNOG00000054097","UNKNOWN_ENSRNOG00000054097","1"
"32175","ENSRNOT00000090605","ENSRNOG00000054098","UNKNOWN_ENSRNOG00000054098","UNKNOWN_ENSRNOG00000054098","X"
"32176","ENSRNOT00000086077","ENSRNOG00000054099","UNKNOWN_ENSRNOG00000054099","UNKNOWN_ENSRNOG00000054099","20"
"32177","ENSRNOT00000090443","ENSRNOG00000054100","UNKNOWN_ENSRNOG00000054100","UNKNOWN_ENSRNOG00000054100","9"
"32178","ENSRNOT00000081044","ENSRNOG00000054101","UNKNOWN_ENSRNOG00000054101","UNKNOWN_ENSRNOG00000054101","10"
"32179","ENSRNOT00000082229","ENSRNOG00000054102","UNKNOWN_ENSRNOG00000054102","UNKNOWN_ENSRNOG00000054102","1"
"32180","ENSRNOT00000047981","ENSRNOG00000054103","UNKNOWN_ENSRNOG00000054103","UNKNOWN_ENSRNOG00000054103","10"
"32181","ENSRNOT00000085099","ENSRNOG00000054104","UNKNOWN_ENSRNOG00000054104","UNKNOWN_ENSRNOG00000054104","13"
"32182","ENSRNOT00000089322","ENSRNOG00000054105","UNKNOWN_ENSRNOG00000054105","UNKNOWN_ENSRNOG00000054105","10"
"32183","ENSRNOT00000078342","ENSRNOG00000054106","UNKNOWN_ENSRNOG00000054106","UNKNOWN_ENSRNOG00000054106","X"
"32184","ENSRNOT00000083574","ENSRNOG00000054107","405280","Olr1077","7"
"32185","ENSRNOT00000086237","ENSRNOG00000054108","UNKNOWN_ENSRNOG00000054108","UNKNOWN_ENSRNOG00000054108","8"
"32186","ENSRNOT00000077156","ENSRNOG00000054109","UNKNOWN_ENSRNOG00000054109","UNKNOWN_ENSRNOG00000054109","11"
"32187","ENSRNOT00000090821","ENSRNOG00000054110","UNKNOWN_ENSRNOG00000054110","UNKNOWN_ENSRNOG00000054110","17"
"32188","ENSRNOT00000080385","ENSRNOG00000054111","UNKNOWN_ENSRNOG00000054111","UNKNOWN_ENSRNOG00000054111","9"
"32189","ENSRNOT00000090656","ENSRNOG00000054112","UNKNOWN_ENSRNOG00000054112","UNKNOWN_ENSRNOG00000054112","7"
"32190","ENSRNOT00000088914","ENSRNOG00000054113","UNKNOWN_ENSRNOG00000054113","UNKNOWN_ENSRNOG00000054113","KL568156.1"
"32191","ENSRNOT00000082977","ENSRNOG00000054114","UNKNOWN_ENSRNOG00000054114","UNKNOWN_ENSRNOG00000054114","11"
"32192","ENSRNOT00000088135","ENSRNOG00000054115","UNKNOWN_ENSRNOG00000054115","UNKNOWN_ENSRNOG00000054115","2"
"32193","ENSRNOT00000089813","ENSRNOG00000054116","UNKNOWN_ENSRNOG00000054116","UNKNOWN_ENSRNOG00000054116","3"
"32194","ENSRNOT00000088690","ENSRNOG00000054117","UNKNOWN_ENSRNOG00000054117","UNKNOWN_ENSRNOG00000054117","5"
"32195","ENSRNOT00000093690","ENSRNOG00000054118","361301","Tpgs2","18"
"32196","ENSRNOT00000082963","ENSRNOG00000054118","361301","Tpgs2","18"
"32197","ENSRNOT00000085595","ENSRNOG00000054119","102555655","LOC102555655","2"
"32198","ENSRNOT00000082194","ENSRNOG00000054120","UNKNOWN_ENSRNOG00000054120","UNKNOWN_ENSRNOG00000054120","18"
"32199","ENSRNOT00000085062","ENSRNOG00000054121","UNKNOWN_ENSRNOG00000054121","UNKNOWN_ENSRNOG00000054121","4"
"32200","ENSRNOT00000088247","ENSRNOG00000054122","288832","Olr1058","7"
"32201","ENSRNOT00000084056","ENSRNOG00000054123","UNKNOWN_ENSRNOG00000054123","UNKNOWN_ENSRNOG00000054123","3"
"32202","ENSRNOT00000090594","ENSRNOG00000054124","UNKNOWN_ENSRNOG00000054124","UNKNOWN_ENSRNOG00000054124","4"
"32203","ENSRNOT00000089977","ENSRNOG00000054125","UNKNOWN_ENSRNOG00000054125","UNKNOWN_ENSRNOG00000054125","3"
"32204","ENSRNOT00000090147","ENSRNOG00000054126","UNKNOWN_ENSRNOG00000054126","UNKNOWN_ENSRNOG00000054126","3"
"32205","ENSRNOT00000086819","ENSRNOG00000054127","UNKNOWN_ENSRNOG00000054127","UNKNOWN_ENSRNOG00000054127","8"
"32206","ENSRNOT00000058331","ENSRNOG00000054128","UNKNOWN_ENSRNOG00000054128","UNKNOWN_ENSRNOG00000054128","3"
"32207","ENSRNOT00000091237","ENSRNOG00000054129","63835","Ctla4","9"
"32208","ENSRNOT00000088183","ENSRNOG00000054129","63835","Ctla4","9"
"32209","ENSRNOT00000078241","ENSRNOG00000054130","UNKNOWN_ENSRNOG00000054130","UNKNOWN_ENSRNOG00000054130","10"
"32210","ENSRNOT00000079964","ENSRNOG00000054131","UNKNOWN_ENSRNOG00000054131","UNKNOWN_ENSRNOG00000054131","8"
"32211","ENSRNOT00000089588","ENSRNOG00000054132","UNKNOWN_ENSRNOG00000054132","UNKNOWN_ENSRNOG00000054132","2"
"32212","ENSRNOT00000089048","ENSRNOG00000054133","295892","Olr687","3"
"32213","ENSRNOT00000087647","ENSRNOG00000054134","UNKNOWN_ENSRNOG00000054134","UNKNOWN_ENSRNOG00000054134","6"
"32214","ENSRNOT00000088547","ENSRNOG00000054135","UNKNOWN_ENSRNOG00000054135","UNKNOWN_ENSRNOG00000054135","15"
"32215","ENSRNOT00000077996","ENSRNOG00000054136","497101","Xkrx","X"
"32216","ENSRNOT00000090514","ENSRNOG00000054137","UNKNOWN_ENSRNOG00000054137","UNKNOWN_ENSRNOG00000054137","2"
"32217","ENSRNOT00000089311","ENSRNOG00000054138","UNKNOWN_ENSRNOG00000054138","UNKNOWN_ENSRNOG00000054138","15"
"32218","ENSRNOT00000078537","ENSRNOG00000054139","100911132","LOC100911132","KL568511.1"
"32219","ENSRNOT00000085644","ENSRNOG00000054140","362816","Myl6l","7"
"32220","ENSRNOT00000089074","ENSRNOG00000054140","362816","Myl6l","7"
"32221","ENSRNOT00000082518","ENSRNOG00000054140","362816","Myl6l","7"
"32222","ENSRNOT00000089720","ENSRNOG00000054141","100910915","LOC100910915","10"
"32223","ENSRNOT00000082245","ENSRNOG00000054142","25362","Slc30a2","5"
"32224","ENSRNOT00000077216","ENSRNOG00000054143","UNKNOWN_ENSRNOG00000054143","UNKNOWN_ENSRNOG00000054143","15"
"32225","ENSRNOT00000086364","ENSRNOG00000054144","UNKNOWN_ENSRNOG00000054144","UNKNOWN_ENSRNOG00000054144","14"
"32226","ENSRNOT00000079293","ENSRNOG00000054145","UNKNOWN_ENSRNOG00000054145","UNKNOWN_ENSRNOG00000054145","8"
"32227","ENSRNOT00000089570","ENSRNOG00000054146","405363","Olr264","1"
"32228","ENSRNOT00000078596","ENSRNOG00000054147","UNKNOWN_ENSRNOG00000054147","UNKNOWN_ENSRNOG00000054147","17"
"32229","ENSRNOT00000083375","ENSRNOG00000054148","UNKNOWN_ENSRNOG00000054148","UNKNOWN_ENSRNOG00000054148","19"
"32230","ENSRNOT00000087586","ENSRNOG00000054149","UNKNOWN_ENSRNOG00000054149","UNKNOWN_ENSRNOG00000054149","6"
"32231","ENSRNOT00000087767","ENSRNOG00000054150","UNKNOWN_ENSRNOG00000054150","UNKNOWN_ENSRNOG00000054150","12"
"32232","ENSRNOT00000083707","ENSRNOG00000054151","305583","Pus10","14"
"32233","ENSRNOT00000083763","ENSRNOG00000054151","305583","Pus10","14"
"32234","ENSRNOT00000080346","ENSRNOG00000054152","UNKNOWN_ENSRNOG00000054152","UNKNOWN_ENSRNOG00000054152","15"
"32235","ENSRNOT00000078912","ENSRNOG00000054153","UNKNOWN_ENSRNOG00000054153","UNKNOWN_ENSRNOG00000054153","X"
"32236","ENSRNOT00000090533","ENSRNOG00000054154","405205","Olr1718","20"
"32237","ENSRNOT00000087949","ENSRNOG00000054155","UNKNOWN_ENSRNOG00000054155","UNKNOWN_ENSRNOG00000054155","5"
"32238","ENSRNOT00000086800","ENSRNOG00000054155","UNKNOWN_ENSRNOG00000054155","UNKNOWN_ENSRNOG00000054155","5"
"32239","ENSRNOT00000081949","ENSRNOG00000054156","UNKNOWN_ENSRNOG00000054156","UNKNOWN_ENSRNOG00000054156","1"
"32240","ENSRNOT00000080624","ENSRNOG00000054156","UNKNOWN_ENSRNOG00000054156","UNKNOWN_ENSRNOG00000054156","1"
"32241","ENSRNOT00000083799","ENSRNOG00000054157","365699","Nadk2","2"
"32242","ENSRNOT00000080618","ENSRNOG00000054157","365699","Nadk2","2"
"32243","ENSRNOT00000085474","ENSRNOG00000054158","UNKNOWN_ENSRNOG00000054158","UNKNOWN_ENSRNOG00000054158","12"
"32244","ENSRNOT00000079945","ENSRNOG00000054159","UNKNOWN_ENSRNOG00000054159","UNKNOWN_ENSRNOG00000054159","15"
"32245","ENSRNOT00000080530","ENSRNOG00000054160","UNKNOWN_ENSRNOG00000054160","UNKNOWN_ENSRNOG00000054160","8"
"32246","ENSRNOT00000082510","ENSRNOG00000054161","UNKNOWN_ENSRNOG00000054161","UNKNOWN_ENSRNOG00000054161","5"
"32247","ENSRNOT00000083503","ENSRNOG00000054162","UNKNOWN_ENSRNOG00000054162","UNKNOWN_ENSRNOG00000054162","5"
"32248","ENSRNOT00000090770","ENSRNOG00000054163","UNKNOWN_ENSRNOG00000054163","UNKNOWN_ENSRNOG00000054163","17"
"32249","ENSRNOT00000092694","ENSRNOG00000054164","501507","RGD1560927","X"
"32250","ENSRNOT00000085845","ENSRNOG00000054164","501507","RGD1560927","X"
"32251","ENSRNOT00000084242","ENSRNOG00000054165","103692570","LOC103692570","6"
"32252","ENSRNOT00000091429","ENSRNOG00000054166","UNKNOWN_ENSRNOG00000054166","UNKNOWN_ENSRNOG00000054166","7"
"32253","ENSRNOT00000082397","ENSRNOG00000054167","UNKNOWN_ENSRNOG00000054167","UNKNOWN_ENSRNOG00000054167","10"
"32254","ENSRNOT00000088156","ENSRNOG00000054168","UNKNOWN_ENSRNOG00000054168","UNKNOWN_ENSRNOG00000054168","15"
"32255","ENSRNOT00000090610","ENSRNOG00000054169","UNKNOWN_ENSRNOG00000054169","UNKNOWN_ENSRNOG00000054169","1"
"32256","ENSRNOT00000078075","ENSRNOG00000054170","100361826","LOC100361826","12"
